"Medicine Name","Price","Is Prescription Required?","Quantity","Manufacturer","Image URL"
"Kaiodin 2% Gargle","₹178","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Ns 0.9% Solution","₹18","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Glentadine 2% Gargle","₹180","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pov-Fresh Germicide Gargle Mint","₹182","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/rcwheuasoir8op4a2qil.jpg"
"Silvoral Mouth Gargles","₹183","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/1795f85b95f6479bb43faeefdcf87832.jpg"
"Betaseptic 10% Solution","₹184","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Clohex Mouth Wash","₹185","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/073c4580a55c4e3fa2d95e90a9dfb521.jpg"
"Hexiwell-ADS Mouth Wash","₹186","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/b58dd393f6e84879a37713f3de0dcc1e.jpg"
"Tethys Germicide Gargle 2% Mint","₹187","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/e8d07ab418c7499e95c87707f02fdb30.jpg"
"Buglac  Gargle","₹187","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/jsfq6fh1isxdyvjy1nnw.jpg"
"Ovidin Solution","₹187","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Betadine Gargle Mint","₹190","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/baqlbagprmjrnwbnafrb.jpg"
"Hexidine Mouth Wash Anise Fresh Sugar Free","₹194","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/luygu69gahyctqm72m2k.jpg"
"Bectodine Solution","₹204","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povirub Solution","₹204","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a8ae41df443b4910bd52beb75c4fa23f.jpg"
"Pionew 5% Solution","₹204","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Microwin Povishield 5% Microbicidal Solution Standardised","₹204","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/gg6myxvqf2ezonkzqei6.jpg"
"Gleniguard 5% Solution","₹206","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Intadine Solution","₹207","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Surgidine Powder","₹210","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tata 1mg 2% Gargle and Mouthwash (Povidone Iodine) Mint","₹210","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/19f13c3e62d84a2cb454da79113b2ab8.jpg"
"Microgen Handshield P.V. 5% Solution Golden Brown","₹211","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Mutadine Gargle","₹220","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/9361e3f7-11bb-446c-b945-c12d73462cbd.png"
"Povinanz 5% Solution","₹224","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2d5587c65cb94c9e985cbd9be25a2115.jpg"
"Microshield 4% Surgical Handwash","₹225","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/mlwvavo6pf4bmnuz7iex.png"
"Cipladine Solution","₹229","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/mqi3r1p8x2zionglrre0.jpg"
"Povicio Gargle","₹233","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2b306a035eab42b1a31d1a5ada006c94.jpg"
"Hexiprep-T Microbicidal Hand Rub","₹234","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ynmu9skh2ssshw7vysw9.png"
"Betadine 5 % Solution","₹236","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f00ee7ce49ca4ea98a53df578fe1e15b.jpg"
"Dianeal PD  Solution for Infusion","₹237","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Microgen Handshield P.V. 7.5% Scrub Solution Golden Brown","₹246","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Bectodine Liquid","₹250","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Surgiscrub Liquid","₹258","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/i9lblhfbjsgmwp29qjzu.jpg"
"Hexiclo 0.2% Mouth Wash","₹26","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Dencure Gum Paint","₹26","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povidone Iodine Solution","₹263","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hv3bihgyypmufrk0osf4.jpg"
"Betadine Vaginal Pessaries","₹267","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/idyhg88gbxco9hrbgp3k.jpg"
"Guard 0.2% Oral Rinse","₹271","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bu5t5sdw9ytxsiaumaek.jpg"
"Aneta Neta Fresh Mouthwash (100ml Each)","₹278","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3815d701c154410bb22f4c80b0ab5fba.jpg"
"Walvidone 5% Powder","₹28","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Starlon Solution","₹28","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Nanz Med Science 0.2% Mouth Wash","₹281","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Xepi Scrub PVP","₹281","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ik2ch4owobus2ul9cmeb.jpg"
"Elgydium Anti Plaque Toothpaste","₹282","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Unidine 7.5% Scrub","₹284","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povikem Solution","₹29","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povilon 10% Solution","₹309","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupidine Dusting Powder","₹31","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/261625fdbf5a4552b596ff2b33b14901.jpg"
"Betadine Germicide Gargle 2% Mint","₹313","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/850139953a5147d69bbab05784b0ef0f.jpg"
"Povidone Iodine 5% Solution","₹319","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Soludine Liquid","₹32","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Dentcare 2% Mouth Wash","₹32","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Agradine Scrub","₹328","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Gluhex Mouth Wash","₹34","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povidine Gargle Mouth Wash","₹34","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Oxwalt Mouth Wash","₹35","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Arofil 0.2% Mouth Wash","₹35","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pelwash Mouth Wash","₹35","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Olsept MW Solution","₹35","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"IODINE LIQUID","₹35","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/uik5whkyybzikrwxfffw.png"
"Ioprep Solution","₹351","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/cmaa2reedkg863aycv4m.jpg"
"Bectosept Solution","₹351","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/z85bxqrmbhn9llz8csdv.jpg"
"Intadine 7.5% Scrub","₹355","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Heal Fast 7.5% Scrub","₹357","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Xo 2% Mouth Wash","₹36","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Xidine-G Mouth Wash","₹36","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Nicodin Solution","₹362","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Dent One Mouth Wash","₹37","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/glqqxzevp0na2xgwq2w9.jpg"
"Biodine Solution","₹37","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/zshero8luof1wljd026f.jpg"
"Rexidin Mouth Wash","₹373","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/tduiggzs69tdiei4i6ne.jpg"
"Iodine Solution","₹38","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Collosol Iodine Liquid","₹38","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Refresh Mouth Wash","₹39","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Agradine 5% Solution","₹39","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Benxate 0.2% Mouth Wash","₹39","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Soludine Scrub","₹39","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Wokadine 7.5% Solution","₹39","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"A Fresh Mouth Wash","₹39","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povisun 5% Solution","₹40","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povisun Microbicidal Sprinkling Powder","₹40","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Povifresh Microbicidal Powder","₹40","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Betaseptic Liquid","₹41","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Soludine Solution","₹41","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Soludine 2% Gargle","₹41","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pvpi Solution","₹410","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Wok 10% Solution","₹412","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pyohex 0.2% Mouth Wash","₹42","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Betaseptic 5% Solution","₹42","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Hexasol Mouth Wash","₹42","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Iodolan 1% Gargle","₹42","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Intadine HS Solution","₹426","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zefresh 2% Mouth Wash","₹43","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rinzin 0.20% Mouth Wash","₹43","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zypovid 7.5% Scrub","₹431","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Doctor's Choice Povidone Iodine 10%","₹440","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zevodine Gargle Mint","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f3ff81a9-3ad4-4d20-a27b-b2dccc62d53c.png"
"Povipan 5% Solution","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"D Sensofresh 0.25% Mouth Wash","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Glyphwash Mouth Wash","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Walvidone 5% Solution","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Puradine 5% Powder","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Hexanel Mouth Wash","₹45","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Unidine 10% Solution","₹451","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4feb0406d7aa4ab18cfc52bb1389fd66.jpg"
"Nicodin 10% Solution","₹451","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Grapfresh 0.2% Mouth Wash","₹46","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Troydine Microbicidal Solution","₹46","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/pharmacy-production-rxs%2F1755755620_1125750_1_append_visible.png"
"Hexisol  0.2% Mouth Wash","₹46","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Leseptic Hand Sanitizer","₹46","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/mox5fuatc2lgf5nmriyl.jpg"
"Mintofresh 0.2% Mouth Wash","₹46","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Nanz Med Science Povidone Iodine  10%","₹468","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Drez 10% Solution","₹488","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Heal Fast 10% Solution","₹496","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Wokadine 7.5% Surgical Scrub","₹50","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ljvih2kqtuhffn34z0r0.jpg"
"Multicure 0.2% Mouth Wash","₹50","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Germifresh Mouth Wash","₹50","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Oropic Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Hexiday 0.2% Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Bectosept 5% Dusting Powder","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Winohex 0.2% Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"MC-Dine Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Hexidale Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Sensoshine Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Sthex Mouth Wash","₹51","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Troydine Solution 5%","₹510","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Hexy Mouth Wash","₹53","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Aptifresh-MW Mouth Wash","₹54","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zovi 5% Powder","₹54","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Hexiglo Mouth Wash","₹55","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Orobet Mouth Wash","₹56","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Dentwel M 0.2% Mouth Wash","₹56","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Kyodent Gargle","₹56","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"HexiFresh Mouth Wash","₹56","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ezqamxvh3jp5ft9iqrf9.jpg"
"Daxoin Mouth Wash","₹56","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"X Lon Liquid","₹56","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Firstwash 0.2% Mouth Wash","₹56","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Nanzilon  4%w/v Scrub","₹562","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Troydine 0.05% Solution","₹57","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Olin Fresh Mouth Wash","₹58","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Ondine 0.2% Mouth Wash","₹58","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Janhexi Mouth Wash","₹59","","1","Emergency","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/k2ddo69dey1dzplkiaqq.jpg"
"Dentosys Mouth Wash","₹60","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Sensopic 0.2% Mouth Wash","₹60","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Biofresh 0.2% Mouth Wash","₹60","","1","Antiseptic/Wound","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
